spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/2908_5x_7.csv
limit_error:	6.5	2020-04-16
noise_limit:	2069999.9999999998
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1218.430202	7	40267473.0	RNA	-1.59	0.14	C253H315N91O194P26	0.8
1254.317767	7	20904655608.0	RNA+CMCT	-0.04	0.03	C267H340N94O195P26	136.3
1235.024561	7	1182286263.0	RNA+CMCT-A	0.2	0.03	C262H335N89O195P26	7.7
1238.455284	7	785321483.0	RNA+CMCT-C	0.64	0.03	C263H335N91O194P26	5.1
1730.639831	5	8003541.0	RNA+CMCT-C-H2O	1.59	0.44	C263H333N91O193P26	3.1
1235.883687	7	89588893.0	RNA+CMCT-C-H2O	1.73	0.04	C263H333N91O193P26	0.6
1232.738487	7	1278847548.0	RNA+CMCT-G	-0.68	0.02	C262H335N89O194P26	7.5
1230.165126	7	86344583.0	RNA+CMCT-G-H2O	-1.03	0.06	C262H333N89O193P26	0.8
1251.746257	7	896554775.0	RNA+CMCT-H2O	1.1	0.04	C267H338N94O194P26	6.5
1196.854245	7	17154864.0	RNA-G	0.5	0.31	C248H310N86O193P26	1.8
914.16214	1	4567039.0	a03	-0.45	0.28	C29H35N13O18P2	0.4
706.58938	2	9203496.0	a05-G	0.11	0.37	C43H53N15O32P4	1.8
1330.88792	3	12410018.0	a12+CMCT	-0.99	0.44	C126H164N43O86P11	4.9
1275.937027	4	14974943.0	a16+CMCT-A	2.69	0.35	C158H204N49O116P15	2.4
1358.197731	4	8036151.0	a17+CMCT-A	0.75	0.59	C168H216N54O122P16	14.2
1371.901296	4	16534120.0	a18-A	-1.32	0.39	C163H202N53O129P17	3.9
1491.935552	4	21767925.0	a19	4.67	0.15	C178H219N63O136P18	0.5
1246.346209	6	12317250.0	a23+CMCT	2.99	0.31	C229H291N79O166P22	1.3
1278.674154	6	39957689.0	a24+CMCT-A	-1.04	0.17	C234H298N79O172P23	1.1
1236.809503	6	71290519.0	a24-A	0.52	0.33	C220H273N76O171P23	9.3
344.03978	1	3952190.0	c01	-1.1	0.12	C10H12N5O7P1	0.1
689.087878	1	30607335.0	c02	0.41	0.07	C20H24N10O14P2	0.3
