spectrum:	/Users/eva-maria/Data_exchange_folder/new_FTMS-Scanner/Spectral_data/0602_1x_62.csv
limit_error:	6.5	2020-04-29
noise_limit:	1620000.0
outlier_limit:	0.65
shape_limit:	0.6
					shape_error=sqrt(sum_or_squares/Intensity)
Observed ions: 
m/z 	z 	I 	fragment 	error_/ppm 	shape_error 	formula 	qual.factor
1438.190593	6	228807850.0	RNA	0.92	0.1	C256H320N102O188P26	3.8
1448.528255	6	32241717534.0	RNA+DEPC+H2O-CO	-0.34	0.04	C258H326N102O190P26	296.9
1426.020344	6	562998729.0	RNA+DEPC+H2O-CO-A	0.48	0.03	C253H321N97O190P26	4.7
1430.024242	6	163331886.0	RNA+DEPC+H2O-CO-C	1.9	0.05	C254H321N99O189P26	1.7
1427.020555	6	34012776.0	RNA+DEPC+H2O-CO-C-H2O	0.55	0.14	C254H319N99O188P26	0.9
1440.853008	6	848943871.0	RNA+DEPC+H2O-CO-Eth	-1.45	0.02	C256H320N102O189P26	6.4
1418.342731	6	45081854.0	RNA+DEPC+H2O-CO-Eth-A	-2.31	0.14	C251H315N97O189P26	1.1
1422.345723	6	50102838.0	RNA+DEPC+H2O-CO-Eth-C	-1.52	0.16	C252H315N99O188P26	1.5
1415.679453	6	210516149.0	RNA+DEPC+H2O-CO-Eth-G	-0.52	0.04	C251H315N97O188P26	1.9
1423.354052	6	1232757118.0	RNA+DEPC+H2O-CO-G	0.15	0.03	C253H321N97O189P26	10.3
1420.35135	6	48464673.0	RNA+DEPC+H2O-CO-G-H2O	-0.51	0.11	C253H319N97O188P26	0.9
1445.526893	6	438954327.0	RNA+DEPC+H2O-CO-H2O	-0.06	0.02	C258H324N102O189P26	3.3
1419.68043	6	17219749.0	RNA-C	-1.15	0.29	C252H315N99O187P26	1.9
1413.014379	6	137460642.0	RNA-G	0.0	0.06	C251H315N97O187P26	1.5
1435.184169	6	49529663.0	RNA-H2O	-2.33	0.06	C256H318N102O187P26	0.6
1130.178292	2	12191564.0	a07+DEPC+H2O-CO	-0.89	0.22	C69H88N28O48P6	0.7
1501.209967	2	7208563.0	a10-A	5.84	0.45	C90H113N34O66P9	4.0
1452.86312	3	13667717.0	a14	1.5	0.22	C131H164N49O96P13	0.8
1428.526098	3	12933085.0	a14+DEPC+H2O-CO-A	3.08	0.17	C128H165N44O98P13	0.4
1588.559537	3	17371195.0	a15+DEPC+H2O-CO	2.43	0.44	C143H182N54O105P14	8.7
1517.527641	3	24591306.0	a15-G	0.46	0.27	C136H171N49O102P14	2.3
1703.569706	3	30128399.0	a16+DEPC+H2O-CO	-1.05	0.1	C153H194N59O112P15	0.5
1424.689872	4	67046413.0	a18	2.87	0.43	C170H211N66O125P17	30.5
1428.682715	4	6408596.0	a18+DEPC+H2O-CO-Eth	-1.26	0.44	C170H211N66O126P17	3.2
1608.72075	4	165216158.0	a20+DEPC+H2O-CO	0.49	0.04	C192H241N76O140P19	1.5
1574.954966	4	9308453.0	a20+DEPC+H2O-CO-A	-0.88	0.42	C187H236N71O140P19	3.8
1597.205098	4	10756234.0	a20+DEPC+H2O-CO-Eth	-2.76	0.45	C190H235N76O139P19	6.0
1570.953596	4	23755425.0	a20+DEPC+H2O-CO-G	-2.56	0.19	C187H236N71O139P19	1.0
1690.988137	4	222764235.0	a21+DEPC+H2O-CO	2.98	0.04	C202H253N81O146P20	2.1
1352.576994	5	4571773.0	a21+DEPC+H2O-CO	-5.94	0.47	C202H253N81O146P20	3.1
1657.224686	4	15839437.0	a21+DEPC+H2O-CO-A	3.14	0.43	C197H248N76O146P20	7.2
1679.47279	4	14665108.0	a21+DEPC+H2O-CO-Eth	0.09	0.43	C200H247N81O145P20	6.7
1653.226405	4	40980888.0	a21+DEPC+H2O-CO-G	3.42	0.15	C197H248N76O145P20	1.1
1777.252555	4	99017601.0	a22+DEPC+H2O-CO	4.27	0.07	C212H265N86O153P21	1.2
1739.487956	4	20530399.0	a22+DEPC+H2O-CO-G	3.08	0.16	C207H260N81O152P21	0.6
1455.786376	5	15192724.0	a23+DEPC+H2O-CO-A	-1.58	0.24	C216H271N83O161P22	1.0
1452.589604	5	28264132.0	a23+DEPC+H2O-CO-G	-0.06	0.12	C216H271N83O160P22	0.6
1443.37752	5	21857017.0	a23-A	-2.63	0.19	C214H265N83O159P22	0.9
1516.798463	5	12789129.0	a24+DEPC+H2O-CO-A	1.01	0.43	C225H283N86O168P23	5.8
1646.803103	5	15400593.0	a26+DEPC+H2O-CO-A	-7.03	0.31	C244H307N94O182P25	2.1
1643.605042	5	17677997.0	a26+DEPC+H2O-CO-G	-6.48	0.4	C244H307N94O181P25	6.0
689.08736	1	4976287.0	c02	-0.34	0.21	C20H24N10O14P2	0.3
994.128547	1	29654950.0	c03	-0.33	0.03	C29H36N13O21P3	0.2
1056.165132	1	17517266.0	c03+DEPC+H2O-CO	-0.5	0.11	C31H42N13O23P3	0.3
669.08449	2	5296588.0	c04	-0.04	0.35	C39H48N18O28P4	1.1
822.097845	2	11284111.0	c05	0.82	0.17	C48H59N20O36P5	0.4
853.11534	2	4564381.0	c05+DEPC+H2O-CO	-0.26	0.42	C50H65N20O38P5	1.9
974.618017	2	27823476.0	c06	0.21	0.11	C57H71N23O43P6	0.5
1005.635404	2	15093677.0	c06+DEPC+H2O-CO	-0.79	0.2	C59H77N23O45P6	0.7
1139.143304	2	15143598.0	c07	-0.68	0.26	C67H83N28O49P7	1.3
1170.161819	2	8504488.0	c07+DEPC+H2O-CO	-0.55	0.46	C69H89N28O51P7	5.2
1291.664325	2	30214823.0	c08	-0.3	0.11	C76H95N31O56P8	0.6
1322.680833	2	13138595.0	c08+DEPC+H2O-CO	-1.72	0.26	C78H101N31O58P8	1.1
1456.186163	2	9001900.0	c09	-3.31	0.29	C86H107N36O62P9	1.0
1072.137964	3	14426410.0	c10	-0.64	0.33	C95H119N39O69P10	2.4
1092.816676	3	11738953.0	c10+DEPC+H2O-CO	-0.83	0.19	C97H125N39O71P10	0.5
1761.234331	2	9367803.0	c11	1.17	0.2	C104H131N42O76P11	0.4
1173.818937	3	23892901.0	c11	-0.13	0.17	C104H131N42O76P11	0.8
1275.824558	3	13972967.0	c12	-2.32	0.41	C113H142N44O84P12	5.2
1296.509291	3	10542173.0	c12+DEPC+H2O-CO	2.2	0.37	C115H148N44O86P12	2.6
1377.834123	3	23301540.0	c13	-1.33	0.08	C122H153N46O92P13	0.3
1398.51008	3	40879501.0	c13+DEPC+H2O-CO	-3.43	0.15	C124H159N46O94P13	1.1
1479.516623	3	75629635.0	c14	0.16	0.05	C131H165N49O99P14	0.8
1500.197603	3	44757635.0	c14+DEPC+H2O-CO	1.53	0.15	C133H171N49O101P14	1.2
1594.534752	3	69010021.0	c15	1.61	0.07	C141H177N54O106P15	0.9
1615.214392	3	46726926.0	c15+DEPC+H2O-CO	2.03	0.07	C143H183N54O108P15	0.6
1709.545891	3	48463316.0	c16	-1.24	0.09	C151H189N59O113P16	0.7
1730.232964	3	46236845.0	c16+DEPC+H2O-CO	3.49	0.07	C153H195N59O115P16	0.6
1824.568845	3	22922267.0	c17	2.76	0.14	C161H201N64O120P17	0.6
1444.671105	4	34443042.0	c18	-4.34	0.23	C170H212N66O128P18	2.1
1460.180589	4	27241877.0	c18+DEPC+H2O-CO	-4.09	0.15	C172H218N66O130P18	0.8
1406.917295	4	12118833.0	c18-G	1.62	0.36	C165H207N61O127P18	2.7
1530.941126	4	43717177.0	c19	1.24	0.18	C180H224N71O135P19	1.6
1546.450952	4	33953947.0	c19+DEPC+H2O-CO	1.64	0.12	C182H230N71O137P19	0.7
1613.205206	4	31140611.0	c20	1.77	0.1	C190H236N76O141P20	0.5
1628.715127	4	47617045.0	c20+DEPC+H2O-CO	2.2	0.13	C192H242N76O143P20	1.1
1710.974584	4	76269021.0	c21+DEPC+H2O-CO	-0.06	0.08	C202H254N81O149P21	1.0
1797.235915	4	22140653.0	c22+DEPC+H2O-CO	-0.35	0.17	C212H266N86O156P22	0.7
1456.174212	5	8971375.0	c23-G	-0.95	0.43	C214H266N83O161P23	4.1
1559.80318	5	132515597.0	c24+DEPC+H2O-CO	1.34	0.05	C230H289N91O171P24	1.3
1628.810754	5	36879644.0	c25+DEPC+H2O-CO	0.11	0.17	C240H301N96O178P25	1.2
1397.674742	6	38898204.0	c26	-0.2	0.42	C247H307N99O183P26	16.0
1408.018712	6	53993546.0	c26+DEPC+H2O-CO	3.0	0.11	C249H313N99O185P26	1.0
1400.342052	6	41561229.0	c26+DEPC+H2O-CO-Eth	0.86	0.4	C247H307N99O184P26	14.0
627.08574	1	3381868.0	w02	-0.19	0.19	C18H26N6O15P2	0.1
643.07676	1	3143059.0	w02+DEPC+H2O-CO-Eth	-6.25	0.19	C18H26N6O16P2	0.1
1293.17483	1	4108674.0	w04+DEPC+H2O-CO-Eth	4.12	0.33	C37H50N14O30P4	0.7
791.096709	2	41716600.0	w05	0.51	0.09	C46H61N16O37P5	0.6
963.620761	2	129679578.0	w06	0.77	0.06	C56H73N21O44P6	1.5
642.07732	3	3449345.0	w06	-0.42	0.46	C56H73N21O44P6	2.1
1128.144685	2	108012702.0	w07	-1.42	0.03	C66H85N26O50P7	0.9
1292.671664	2	8909733.0	w08	-0.68	0.11	C76H97N31O56P8	0.2
1193.486709	3	40772985.0	w11	0.6	0.06	C105H132N43O78P11	0.5
1308.501219	3	31349559.0	w12	-0.45	0.09	C115H144N48O85P12	0.5
1453.172836	4	12866767.0	w18+DEPC+H2O-CO-Eth	-4.06	0.36	C170H214N66O130P18	2.9
1607.70216	4	36045053.0	w20	-0.81	0.24	C189H238N74O142P20	2.5
1604.001835	5	74856598.0	w25	-0.65	0.08	C236H297N92O177P25	1.0
1346.845271	6	8841033.0	w25+DEPC+H2O-CO	3.43	0.39	C238H303N92O179P25	2.7
1673.01064	5	1054252669.0	w26	-1.03	0.02	C246H309N97O184P26	7.9
1394.007941	6	356037425.0	w26	-0.83	0.03	C246H309N97O184P26	3.0
1404.347157	6	19093670.0	w26+DEPC+H2O-CO	-1.0	0.29	C248H315N97O186P26	2.1
